,artno,country,url,headline,risk_scale,risk2,risk_explicit,risk_consensus,risk_precision,cancer_type,researchrelated
,195,australia,https://www.businessinsider.com.au/fish-oil-vitamin-d-supplements-reduce-cancer-heart-disease-risk-2019-9,"There’s evidence fish oil and vitamin D can reduce heart attack and cancer risk, but the supplements still may be useless for most people",3,3,vitamin D,vitamin D supplements,,general,1
,196,australia,https://www.smh.com.au/business/consumer-affairs/titanium-dioxide-food-additive-under-review-after-study-finds-cancer-links-20170127-gu03ao.html,"Titanium dioxide food additive under review, after study finds cancer links",9,8,titanium dioxide,titanium dioxide,,general,1
,197,australia,https://www.businessinsider.com.au/toxic-chemicals-in-your-home-2018-11,"Toxic chemicals in your home could be linked to cancer, autism, and reproductive issues. Here are 4 of the most concerning.",8,7,toxic chemicals,household chemicals,,general,0
,198,australia,https://www.abc.net.au/radio/programs/pm/tradies-at-risk-of-cancer-caused-by-silica-dust/9044914,"Tradies at risk of ""invisible"" cancer caused by silica dust on construction sites",9,8,construction sites,construction environment,,general,1
,198,australia,https://www.abc.net.au/radio/programs/pm/tradies-at-risk-of-cancer-caused-by-silica-dust/9044914,"Tradies at risk of ""invisible"" cancer caused by silica dust on construction sites",9,8,silica dust,silica dust,,general,1
,200,australia,https://www.businessinsider.com.au/allergan-breast-implants-biocell-linked-cancer-2019-8,Two women have filed a class-action lawsuit against a major breast implant maker after hundreds of Americans developed a rare cancer linked to implants,9,8,breast implant,textured breast implants,,general,0
,201,australia,https://www.abc.net.au/radionational/programs/healthreport/undescended-testicles-linked-to-infertility-testicular-cancer/10194236,"Undescended testicles linked to infertility, testicular cancer",9,8,undescended testicles,undescended testicles,,testicular cancer,1
,203,australia,https://www.news.com.au/lifestyle/health/cancercausing-chemical-found-in-menthol-ecigarettes-experts-warn/news-story/6eceaa221c36d2aba0ae053002fe21a2,"‘Cancer-causing’ chemical in vapes, doctors warn",9,8,vapes,e-cigarettes and vaping,,general,0
,205,australia,https://www.9news.com.au/health/roundup-cancer-weed-killer-glysophate-farming-agriculture/e7e7ef5c-7f21-4f63-ada8-ddae8f341b9e,Weed killer linked to cancer: Could Australians die from using popular product?,7,6,weed killer,glyphosate from RoundUp,,general,0
,209,australia,https://www.businessinsider.com.au/whole-foods-packaging-toxic-chemical-cancer-2018-12,Whole Foods packaging contained little-known chemicals linked to cancer until a report called them out. Here’s how to protect yourself,9,8,chemicals,PFAS in packagings,,general,1
,210,australia,https://www.sbs.com.au/news/insight/will-eating-chicken-reduce-your-risk-of-breast-cancer,Will eating chicken reduce your risk of breast cancer?,4,4,chicken,chicken,,breast cancer,1
,211,australia,https://www.smh.com.au/healthcare/women-at-higher-risk-of-breast-cancer-after-childbirth-20190201-p50v5h.html,Women at higher risk of breast cancer after childbirth,9,8,childbirth,childbirth,women,breast cancer,1
,213,australia,https://www.smh.com.au/healthcare/women-with-breast-implant-risks-at-greater-risk-of-rare-cancer-than-previously-thought-tga-20161220-gtf1fr.html,Women with breast implants at greater risk of rare cancer than previously thought: TGA,9,8,breast implants,textured breast implants,women,general,0
,214,australia,https://www.abc.net.au/radio/programs/worldtoday/workers-walk-off-job-after-using-weedkiller-linked-to-cancer/11278150,Workers walk off job after using weedkiller linked to cancer,9,8,weedkiller,glyphosate from RoundUp,,general,0
,216,canada,https://globalnews.ca/news/3878584/alcohol-can-cause-cancer-yukon-adds-warning-labels-to-liquor/,‘Alcohol can cause cancer’: Yukon adds warning labels to liquor,8,7,alcohol,alcohol,,general,0
,217,canada,https://globalnews.ca/news/3239545/dense-breasts-the-biggest-risk-factor-of-breast-cancer-in-women-study-finds/,"‘Dense breasts’ the biggest risk factor of breast cancer in women, study finds",10,9,dense breasts,density of breast tissue,women,breast cancer,1
,218,canada,https://globalnews.ca/news/3548998/toxic-cabin-air-on-your-flight-linked-to-cancer-neurological-problems-who-report/,"‘Toxic’ cabin air on your flight linked to cancer, neurological problems: WHO report",9,8,toxic' cabin air on your flight,high-altitude flights,,general,1
,219,canada,https://globalnews.ca/news/3861085/1-in-8-calgary-homes-have-high-levels-of-cancer-causing-radon-gas-u-of-c-study/,1 in 8 Calgary homes have high levels of cancer causing radon gas: U of C study,9,8,radon gas,radon,,general,1
,220,canada,https://www.cbc.ca/news/health/canada-cancer-prevention-policy-smoking-activity-1.5127786,"4 in 10 Canadian cancer cases could be prevented by not smoking, keeping active, making other choices",3,3,keeping active,activity,,general,1
,220,canada,https://www.cbc.ca/news/health/canada-cancer-prevention-policy-smoking-activity-1.5127786,"4 in 10 Canadian cancer cases could be prevented by not smoking, keeping active, making other choices",3,3,not smoking,quitting smoking,,general,1
,222,canada,https://www.cbc.ca/radio/quirks/nov-2-2019-roadway-pollution-fungus-promotes-pancreatic-cancer-the-bang-in-the-big-bang-and-more-1.5342916/a-common-fungus-may-drive-tumour-growth-in-pancreatic-cancer-1.5342927,A common fungus may drive tumour growth in pancreatic cancer,8,7,common fungus,Malassezia,,pancreatic cancer,1
,223,canada,https://www.cbc.ca/news/world/paradise-wildfires-water-contamination-benzene-1.5104881,"After deadly wildfire, California town now has cancer-causing chemical in water",9,8,chemical in water,contaminated California's water,,general,0
,224,canada,https://www.ctvnews.ca/health/air-pollution-linked-to-higher-breast-cancer-risk-canadian-study-1.4023024,Air pollution linked to higher breast cancer risk: Canadian study,9,8,air pollution,air pollution,,breast cancer,1
,225,canada,https://www.huffingtonpost.ca/2017/01/27/baldness-prostate-cancer_n_14421042.html,When And How Fast You Go Bald Could Be A Sign Of Prostate Cancer,8,7,bald,baldness,,prostate cancer,1
,226,canada,https://www.huffingtonpost.ca/entry/textured-breast-implants-cancer-risk_ca_5cee9f11e4b0c315dbe4ba8a,Health Canada Bans Textured Breast Implants Due To Cancer Risk,9,8,breast implants,textured breast implants,,general,0
,227,canada,https://www.ctvnews.ca/health/blood-pressure-medication-recall-due-to-potential-cancer-risk-expanded-1.4060248,Blood pressure medication recall due to potential cancer risk expanded,8,7,blood pressure medication,contaminated heart drugs,,general,0
,228,canada,https://www.cbc.ca/news/health/hormone-replacement-therapy-breast-cancer-lancet-1.5266440,"Breast cancer risk in menopausal hormone therapy linked to type and length of treatment, study says",9,8,menopausal hormone therapy,HRT and contraception drugs,,breast cancer,1
,229,canada,https://www.huffingtonpost.ca/2017/05/23/alcohol-breast-cancer_n_16771106.html,1 Small Glass Of Wine A Day Ups Women's Breast Cancer Risk: Report,9,8,wine,alcohol,women,breast cancer,1
,230,canada,https://www.ctvnews.ca/health/breast-implants-linked-to-cancer-allowed-in-canada-despite-ban-in-40-countries-1.4350090,Breast implants linked to cancer allowed in Canada despite ban in 40 countries,9,8,breast implants,textured breast implants,,general,0
,231,canada,https://www.cbc.ca/news/health/breast-implants-rare-cancer-remain-on-market-1.5120663,"Breast implants tied to cancer remain on U.S. market, under review by Health Canada",9,8,breast implants,textured breast implants,,general,0
,232,canada,https://www.ctvnews.ca/health/broken-heart-syndrome-may-be-linked-to-cancer-study-suggests-1.4512530,"Broken heart syndrome may be linked to cancer, study suggests",8,7,broken heart syndrome,broken heart syndrome,,general,1
,233,canada,https://www.ctvnews.ca/health/california-moves-to-declare-coffee-safe-from-cancer-risk-1.3976193,California moves to declare coffee safe from cancer risk,5,5,coffee,coffee,,general,0
,234,canada,https://www.cbc.ca/news/health/california-lists-glyphosate-as-cancer-causing-1.4179685,California to list glyphosate as cancer-causing,9,8,glyphosate,glyphosate from RoundUp,,general,0
,235,canada,https://montreal.ctvnews.ca/canadian-cancer-society-using-shot-glasses-to-try-to-prevent-smoking-1.4125106,Canadian Cancer Society using shot glasses to try to prevent smoking,9,8,smoking,smoking,,general,1
,236,canada,https://www.ctvnews.ca/health/canadian-grocers-urged-to-ban-receipts-containing-cancer-linked-chemicals-1.4557677,Canadian grocers urged to ban receipts containing cancer-linked chemicals,9,8,chemicals,BPA from receipts,,general,0
,237,canada,https://globalnews.ca/news/5482032/sugary-drinks-cancer-risk/,"Cancer risk is higher if you pound sugary drinks, but the causal link is fuzzy: study",8,7,sugary drinks,sugary and fruit drinks,,general,1
,238,canada,https://www.cbc.ca/news/canada/british-columbia/cancer-tops-list-of-firefighter-fatal-workplace-claims-1.4599348,"Cancer top cause of firefighter fatal workplace claims, study finds",10,9,firefighter fatal workplace,firefighting environment,,general,1
,239,canada,https://globalnews.ca/news/5285301/cancer-causing-substance-cocaine-nelson/,"Cancer-causing substance used to cut cocaine turns up in Nelson, police say",9,8,substance,contaminated cocaine,,general,0
,240,canada,https://www.huffingtonpost.ca/2017/03/15/cancer-fighting-foods_n_15384538.html,These Fruits And Veggies Can Help Fight Cancer,3,3,fruits and veggies,vegetables and fruits,,general,1
,241,canada,https://www.ctvnews.ca/health/certain-nuts-linked-to-reduced-risk-of-colon-cancer-return-study-1.3419449,Certain nuts linked to reduced risk of colon cancer return: study,2,2,nuts,nuts,,colon cancer,1
,242,canada,https://www.huffingtonpost.ca/entry/kids-cereal-cancer_ca_5cd560a9e4b07bc7297790c3,Popular Kids' Breakfast Foods Contain Chemical Linked To Cancer: Report,9,8,chemical,glyphosate from Roundup,,general,1
,243,canada,https://www.cbc.ca/news/health/childhood-hpv-vaccine-lowers-precursor-to-cervical-cancer-1.5095935,Childhood HPV vaccine lowers precursor to cervical cancer 'greater than expected',1,1,HPV vaccine,HPV vaccine,,cervical cancer,1
,244,canada,https://www.ctvnews.ca/health/coffee-linked-to-reduced-liver-cancer-risk-1.3435089,Coffee linked to reduced liver cancer risk,2,2,coffee,coffee,,liver cancer,1
,245,canada,https://www.ctvnews.ca/health/consumption-of-sugary-drinks-linked-with-cancer-risk-study-1.4503470,Consumption of sugary drinks linked with cancer risk: study,9,8,sugary drinks,sugary and fruit drinks,,general,1
,247,canada,https://nationalpost.com/health/dark-toast-and-roast-potatoes-linked-to-increased-risk-of-cancer-british-agency-warns-in-new-campaign,"Dark toast and roast potatoes linked to increased risk of cancer, British agency warns in new campaign",9,8,dark toast and roast potatoes,burning or grilling food,,general,0
,248,canada,https://nationalpost.com/life/food/day-of-reckoning-experts-call-for-action-on-cancer-causing-chemicals-in-bacon-ham-and-hot-dogs,"Day of reckoning': Experts call for action on cancer-causing chemicals in bacon, ham and hot dogs",9,8,chemicals,red and processed meats,,general,0
,249,canada,https://www.ctvnews.ca/health/deadly-diet-thai-doctors-battle-cancer-causing-fish-dish-1.3480006,Deadly diet: Thai doctors battle cancer-causing fish dish,10,9,fish dish,koi pla dish,,general,1
,250,canada,https://www.ctvnews.ca/health/diabetes-medication-has-potential-to-prevent-ovarian-cancer-canadian-study-1.4632171,Diabetes medication has potential to prevent ovarian cancer: Canadian study,3,3,diabetes medication,metformin,,ovarian cancer,1
,251,canada,https://nationalpost.com/pmn/health-pmn/diets-with-more-fiber-yogurt-tied-to-lower-risk-of-lung-cancer,"Diets with more fiber, yogurt tied to lower risk of lung cancer",2,2,diets with more fiber,fibers,,lung cancer,1
,251,canada,https://nationalpost.com/pmn/health-pmn/diets-with-more-fiber-yogurt-tied-to-lower-risk-of-lung-cancer,"Diets with more fiber, yogurt tied to lower risk of lung cancer",2,2,yoghurt,yogurt,,lung cancer,1
,252,canada,https://nationalpost.com/health/cellphones-cancer,Do cellphones cause cancer? Two U.S. agencies disagree on results of major new study,7,6,cellphones,cellphones,,general,1
,255,canada,https://globalnews.ca/news/5476701/dye-turn-queens-engineering-students-purple-cancer/,Dye used to turn Queen’s engineering students purple may cause cancer,8,7,dye used to turn Queen’s engineering students purple,hair dyes,,general,1
,256,canada,https://www.cbc.ca/news/canada/edmonton/skin-cancer-exposure-awareness-sunscreen-1.4680285,Edmonton skin cancer survivor urges others to protect themselves from the sun,9,8,sun,sun exposure,,skin cancer,0
,257,canada,https://www.huffingtonpost.ca/entry/epa-pfas-contamination-levels_n_5c64c1c2e4b0aec93d3b0742,EPA Vows To Regulate Cancer-Causing 'Forever Chemicals' Polluting Drinking Water,9,8,drinking water,contaminated US' water,,general,0
,258,canada,https://www.huffingtonpost.ca/entry/breast-cancer-pregnancy-estrogen_ca_5dae032ae4b0422422c9ebf4,Untangling The Connection Between Breast Cancer And Pregnancy,7,6,pregnancy,pregnancy,,breast cancer,1
,259,canada,https://winnipeg.ctvnews.ca/exposure-to-products-containing-gentian-violet-could-increase-cancer-risk-health-canada-1.4463422,Exposure to products containing gentian violet could increase cancer risk: Health Canada,8,7,gentian violet,gentian violet,,general,0
